room_type_num,longitude,latitude,availability_365,minimum_nights,number_of_reviews,neigh_num,price
0,-73.99066,40.71284,0,2,0,118,5.703782474656201
1,-73.91039,40.70833,342,3,3,164,4.174387269895637
0,-73.98146,40.72181,0,3,1,64,5.003946305945459
1,-73.96752,40.79939,0,7,1,200,4.248495242049359
0,-73.93706,40.83441,0,7,1,204,4.553876891600541
1,-73.95695,40.77464,269,20,11,199,3.912023005428146
1,-73.97159,40.80049,0,10,0,200,4.48863636973214
1,-73.97977,40.74077,0,20,2,111,4.624972813284271
1,-73.88976,40.72504,180,2,9,122,4.007333185232471
0,-73.95173,40.7732,0,2,8,199,5.1647859739235145
1,-73.91234,40.76799,138,1,2,4,4.6913478822291435
0,-73.95393,40.77168,0,2,5,199,4.941642422609304
0,-73.94031,40.82511,0,7,0,94,4.605170185988092
0,-73.95515,40.71923,0,2,3,212,5.0106352940962555
1,-73.9583,40.71044,0,25,6,212,4.174387269895637
1,-73.95155,40.66097,176,3,12,158,3.5553480614894135
0,-74.0049,40.73394,153,30,4,207,4.941642422609304
0,-73.94271,40.6809,358,31,0,13,6.476972362889683
0,-73.96327,40.72161,129,90,0,212,4.8283137373023015
0,-73.99751,40.74357,17,5,0,34,5.560681631015528
1,-73.96559,40.65265,0,1,18,74,3.8501476017100584
1,-73.9074,40.76193,359,1,0,4,4.30406509320417
1,-73.93983,40.7088,0,1,3,212,3.8066624897703196
0,-73.96192,40.76161,365,30,0,199,4.927253685157205
0,-73.96315,40.8049,0,14,12,129,4.0943445622221
0,-73.98865,40.74827,29,3,2,126,5.438079308923196
1,-73.94688,40.69387,108,3,51,13,4.127134385045092
1,-73.99526,40.71063,81,10,133,196,4.499809670330265
1,-73.94424,40.81454,330,2,8,94,4.007333185232471
1,-73.93944,40.82347,0,1,0,94,3.6109179126442243
0,-73.95988,40.76955,4,6,9,199,6.3784261836515865
0,-73.98731,40.66175,248,3,76,180,4.499809670330265
1,-73.95216,40.77081,338,1,65,199,4.499809670330265
1,-73.99843,40.71394,0,7,1,35,4.343805421853684
0,-73.94856,40.71306,0,3,1,212,5.293304824724492
0,-73.96865,40.69003,24,2,0,41,5.6131281063880705
0,-73.95292,40.66888,38,14,46,51,4.976733742420574
0,-73.94297,40.8095,97,3,0,94,6.620073206530356
0,-73.96358,40.76212,3,30,88,199,5.0106352940962555
0,-74.00004,40.74326,33,2,98,34,5.293304824724492
1,-73.98515,40.72262,0,1,7,64,4.442651256490317
0,-73.95662,40.66687,0,4,13,51,4.77912349311153
1,-73.99283,40.68714,0,1,2,43,4.736198448394496
1,-74.00347,40.73456,348,2,2,207,4.477336814478207
0,-73.98496,40.69904,0,1,6,202,5.0106352940962555
1,-73.94459,40.8131,193,1,73,94,4.204692619390966
1,-73.96553,40.71359,17,1,5,212,4.382026634673881
1,-73.91847,40.68712,0,7,0,13,3.4011973816621555
0,-73.95728,40.73354,36,1,94,91,5.017279836814924
0,-73.94919,40.82754,318,2,195,94,5.135798437050262
0,-73.87363,40.89768,51,2,18,216,3.5553480614894135
1,-73.93179,40.85494,314,1,155,204,4.31748811353631
0,-73.97207,40.74637,364,30,0,136,5.298317366548036
1,-73.74158,40.65417,134,1,37,169,3.8066624897703196
0,-73.96258,40.64631,0,1,0,74,4.48863636973214
1,-73.97482,40.64958,243,1,108,214,3.8066624897703196
0,-73.9559,40.71238,0,3,12,212,5.0106352940962555
1,-73.85345,40.66778,317,1,5,99,4.48863636973214
0,-74.00534,40.70797,354,29,0,73,4.820281565605037
2,-73.94304,40.79885,83,1,14,61,3.8066624897703196
0,-73.98126,40.77016,0,7,0,200,5.521460917862246
0,-73.76303,40.66812,253,1,240,181,4.553876891600541
0,-73.9338,40.69974,26,2,169,28,5.220355825078324
2,-73.9483,40.64583,332,30,10,60,3.2188758248682006
1,-73.76417,40.66668,84,1,2,181,4.499809670330265
0,-73.99605,40.71107,0,3,27,196,4.6913478822291435
1,-73.93809,40.70091,0,2,12,28,4.174387269895637
0,-73.99392,40.68008,0,2,1,31,5.19295685089021
0,-73.99328,40.66084,5,15,22,188,4.605170185988092
1,-73.96295,40.79978,11,1,64,200,3.9512437185814275
0,-74.00052,40.73243,122,1,68,207,5.389071729816501
1,-73.9102,40.69387,318,2,3,28,3.8066624897703196
0,-74.00215,40.73134,327,30,0,207,6.1092475827643655
2,-73.93934,40.70107,341,30,1,28,3.5553480614894135
1,-73.99946,40.7123,7,4,8,37,4.605170185988092
1,-73.91874,40.76305,0,5,1,4,3.6888794541139363
0,-73.97616,40.67632,18,7,18,150,5.521460917862246
0,-73.82092,40.78236,204,1,9,210,4.941642422609304
0,-73.94265,40.83892,7,3,4,204,4.787491742782046
0,-73.97235,40.67307,0,1,1,150,4.553876891600541
0,-73.95922,40.69066,0,2,2,13,5.703782474656201
0,-73.9875,40.76291,303,30,0,95,5.521460917862246
0,-73.95441,40.77601,0,2,72,199,5.181783550292085
0,-73.90818,40.6825,255,2,234,28,5.003946305945459
1,-73.99208,40.71919,0,1,0,118,5.298317366548036
1,-73.98364,40.73204,0,1,16,86,4.700480365792417
0,-73.98893,40.72002,120,2,92,118,5.220355825078324
0,-73.93655,40.6696,46,3,29,51,4.477336814478207
1,-73.93444,40.70357,91,3,66,212,4.23410650459726
1,-73.92804,40.77606,341,2,0,4,4.51085950651685
0,-73.94533,40.79805,12,4,50,61,4.605170185988092
0,-73.93367,40.6994,240,1,94,28,4.787491742782046
0,-73.99206,40.69683,254,4,65,25,5.220355825078324
1,-73.96627,40.71089,338,2,73,212,4.499809670330265
1,-73.96619,40.80701,83,10,0,129,4.143134726391533
0,-73.90543,40.77671,2,1,9,54,4.605170185988092
1,-73.91665,40.77028,0,3,7,4,4.0943445622221
0,-73.94229,40.70536,0,2,5,212,4.605170185988092
1,-73.92405,40.67588,125,1,9,51,4.442651256490317
0,-73.98902,40.7592,258,2,42,95,5.0106352940962555
1,-74.00778,40.70763,186,3,24,73,4.605170185988092
1,-73.97628,40.74336,0,20,1,111,5.0106352940962555
0,-73.94614,40.81309,150,30,16,94,5.293304824724492
1,-73.9558,40.58851,341,4,52,173,3.8066624897703196
1,-73.93448,40.79795,52,2,20,61,4.343805421853684
0,-73.98557,40.7509,65,1,0,126,6.1092475827643655
0,-73.97972,40.73857,90,1,5,111,5.19295685089021
0,-73.96153,40.68349,158,2,5,41,5.1647859739235145
0,-73.98233,40.73103,2,2,21,64,5.700443573390687
1,-73.9475,40.67992,343,3,126,13,4.499809670330265
1,-73.97994,40.77201,246,3,123,200,4.59511985013459
1,-73.96417,40.71866,0,1,1,212,5.19295685089021
0,-73.94008,40.82457,33,7,1,94,4.605170185988092
0,-73.98285,40.72753,75,4,3,64,5.988961416889864
0,-73.97645,40.78361,188,181,82,200,5.043425116919247
1,-73.95392,40.8258,295,3,3,94,4.787491742782046
1,-73.98494,40.67709,61,2,1,85,4.605170185988092
1,-73.91791,40.87114,156,2,261,102,4.0943445622221
0,-73.95312,40.81916,9,2,15,94,5.0106352940962555
0,-73.9061,40.77412,202,1,81,54,4.59511985013459
0,-73.98698,40.72195,17,2,15,118,5.365976015021851
0,-73.95386,40.67741,0,30,2,51,5.075173815233827
1,-73.92324,40.74558,0,2,95,187,4.290459441148391
0,-73.95286,40.68513,29,4,39,13,5.988961416889864
1,-73.87215,40.76566,78,1,11,59,4.248495242049359
0,-74.00856,40.70425,304,30,0,73,5.783825182329737
0,-73.96808,40.76389,178,30,0,199,4.90527477843843
0,-73.97618,40.67947,0,7,1,150,5.0106352940962555
0,-73.95669,40.71319,105,2,122,212,5.220355825078324
0,-73.94688,40.80474,264,2,74,94,5.68697535633982
1,-73.9677,40.69075,365,1,52,41,5.765191102784844
1,-73.87358,40.74658,142,1,106,68,3.4011973816621555
1,-73.91094,40.76469,0,1,3,4,3.871201010907891
1,-73.8924,40.75374,188,2,0,103,4.248495242049359
0,-73.96327,40.65044,15,2,35,74,4.59511985013459
1,-73.84079,40.72645,87,1,34,79,4.605170185988092
0,-73.94983,40.77898,331,31,7,199,5.241747015059643
0,-73.97927,40.72845,51,1,52,64,5.3706380281276624
0,-73.94905,40.80551,17,3,23,94,5.598421958998375
1,-73.95689,40.71764,0,1,1,212,3.8918202981106265
1,-73.92268,40.69695,0,28,1,28,3.6109179126442243
1,-73.98061,40.72401,0,5,4,64,4.31748811353631
0,-73.99419,40.7245,88,2,26,144,5.700443573390687
0,-73.94941,40.67882,40,2,0,13,4.787491742782046
1,-73.9384,40.70069,44,1,14,28,4.174387269895637
0,-73.81275,40.828,336,3,1,190,4.605170185988092
1,-73.91699,40.74304,0,1,1,187,4.290459441148391
1,-73.92316,40.76783,276,1,143,4,4.007333185232471
0,-73.95533,40.80049,287,6,52,94,6.80128303447162
0,-73.94524,40.78306,364,30,0,199,5.0106352940962555
1,-74.00487,40.72302,0,5,12,176,4.406719247264253
1,-73.96465,40.68399,0,5,0,41,4.8283137373023015
1,-73.95278,40.68795,0,2,1,13,4.31748811353631
1,-73.99758,40.73761,0,1,0,207,4.356708826689592
0,-73.95648,40.71316,0,7,7,212,4.584967478670572
1,-73.98344,40.74739,0,1,40,126,4.867534450455582
0,-73.98527,40.66329,45,3,6,180,4.77912349311153
0,-73.97533,40.74163,121,7,22,111,4.653960350157523
0,-73.95222,40.68315,273,2,6,13,5.41610040220442
0,-73.95979,40.642,12,1,0,74,4.382026634673881
1,-73.97684,40.7243,0,3,40,64,4.499809670330265
1,-73.94332,40.79059,0,14,1,61,3.912023005428146
1,-73.95688,40.72717,0,4,1,91,4.605170185988092
0,-73.96751,40.75893,52,4,1,126,5.66988092298052
0,-74.00865,40.73187,0,3,0,207,6.907755278982137
1,-73.93057,40.69881,188,1,2,28,4.382026634673881
0,-73.99318,40.75756,0,1,0,95,5.298317366548036
0,-73.97232,40.79778,0,2,1,200,5.220355825078324
0,-73.95874,40.71325,77,1,1,212,5.135798437050262
1,-73.94977,40.78602,34,3,67,61,4.605170185988092
0,-74.00072,40.72605,180,1,1,176,5.1298987149230735
0,-73.98673,40.72471,4,4,28,64,5.521460917862246
0,-73.94349,40.80255,272,3,38,61,5.703782474656201
0,-73.94037,40.64342,179,1,82,60,4.31748811353631
0,-73.98272,40.73992,6,2,16,111,5.298317366548036
1,-73.93915,40.70125,341,30,0,28,4.276666119016055
0,-73.9554,40.72084,0,2,4,212,5.68697535633982
0,-73.98338,40.73746,167,120,2,86,4.59511985013459
1,-73.90959,40.70772,0,7,1,164,3.912023005428146
0,-73.9712,40.79671,0,3,4,200,4.976733742420574
1,-73.92207,40.67004,225,6,6,51,3.9889840465642745
1,-73.9578,40.67261,0,1,0,51,4.499809670330265
0,-73.94914,40.76119,0,5,3,167,4.248495242049359
1,-73.94254,40.82914,0,2,11,94,3.6109179126442243
1,-73.87014,40.75586,358,2,23,103,3.8918202981106265
1,-73.98589,40.74312,345,1,0,126,5.857933154483459
0,-73.95347,40.61421,365,90,0,127,4.709530201312334
1,-73.95542,40.73399,85,2,35,91,4.0943445622221
1,-73.9785,40.72947,12,4,20,64,4.442651256490317
1,-73.87908,40.6618,329,2,0,63,3.871201010907891
0,-73.96533,40.68976,343,2,41,41,5.634789603169249
1,-74.00763,40.7054,7,3,104,73,4.983606621708336
2,-73.95425,40.59878,352,1,104,173,3.5553480614894135
1,-73.97368,40.78856,0,1,1,200,4.74493212836325
0,-73.96385,40.7932,0,3,1,200,5.560681631015528
0,-73.98788,40.74894,264,1,2,126,4.59511985013459
1,-73.9062,40.68895,6,1,3,28,3.6375861597263857
1,-73.95502,40.77018,0,3,2,199,4.8283137373023015
0,-73.95191,40.81293,0,5,0,94,5.0106352940962555
0,-73.77244,40.68038,348,3,42,104,4.8283137373023015
1,-73.98111,40.7239,0,30,3,64,4.787491742782046
1,-73.82052,40.75073,365,1,0,77,4.31748811353631
1,-73.94477,40.67841,88,6,1,13,4.31748811353631
0,-73.99917,40.6065,118,3,13,17,4.727387818712341
1,-73.93647,40.79711,0,3,27,61,4.0943445622221
1,-74.08169,40.64123,356,2,0,184,4.442651256490317
0,-73.98936,40.73101,0,2,3,64,5.501258210544727
0,-73.95565,40.70807,0,3,6,212,4.8283137373023015
0,-73.98808,40.71422,163,3,8,118,5.0106352940962555
0,-73.90905,40.70844,60,3,16,164,4.787491742782046
1,-73.9404,40.67616,0,1,2,51,4.07753744390572
1,-73.94253,40.61813,365,2,0,76,4.248495242049359
1,-73.99348,40.7476,0,2,21,34,4.867534450455582
1,-73.90086,40.82209,255,1,2,117,4.382026634673881
1,-73.94318,40.67893,58,3,7,13,4.0943445622221
0,-73.9657,40.71281,16,2,3,212,5.298317366548036
0,-73.97198,40.75184,0,3,1,126,5.857933154483459
0,-73.95447,40.71666,0,5,11,212,4.653960350157523
1,-73.96223,40.71329,0,2,7,212,4.0943445622221
1,-73.98728,40.76444,8,5,0,95,4.787491742782046
1,-73.91001,40.68233,0,1,87,13,3.8066624897703196
1,-73.97965,40.68089,108,1,3,150,4.31748811353631
1,-73.99802,40.64748,0,3,2,188,3.713572066704308
1,-73.92252,40.77598,4,2,25,54,3.8918202981106265
1,-73.94345,40.69165,189,1,244,13,4.127134385045092
1,-73.92362,40.67178,0,1,108,51,4.382026634673881
1,-73.97333,40.67908,0,1,0,157,4.31748811353631
1,-73.91086,40.69854,121,2,29,28,4.248495242049359
1,-73.96259,40.65257,1,2,44,74,4.0943445622221
0,-73.94224,40.81889,89,2,20,94,5.19295685089021
1,-73.95123,40.68348,0,3,3,13,4.499809670330265
0,-73.97635,40.76151,280,30,2,126,5.393627546352362
1,-73.9431,40.69823,0,7,0,13,3.6375861597263857
0,-73.99426,40.68789,0,5,8,43,4.941642422609304
1,-74.01619,40.638,127,1,14,188,3.6635616461296463
1,-73.95813,40.81245,1,3,30,129,5.298317366548036
1,-73.95552,40.71616,159,2,10,212,4.867534450455582
1,-73.94245,40.70597,116,2,16,212,4.0943445622221
0,-73.82797,40.84752,252,2,94,152,4.48863636973214
2,-73.98883,40.72036,0,3,9,118,4.990432586778736
0,-73.99236,40.71966,0,2,5,118,5.703782474656201
1,-73.98793,40.72873,0,8,3,64,4.499809670330265
0,-73.99775,40.7457,168,4,5,34,5.075173815233827
0,-73.97768,40.68981,6,3,29,80,5.755742213586912
0,-73.94085,40.71234,321,30,63,212,4.605170185988092
1,-73.92724,40.69494,0,1,0,28,4.382026634673881
1,-73.95779,40.67567,0,2,1,51,4.07753744390572
1,-73.87344,40.74561,164,1,89,68,3.5263605246161616
0,-73.7464,40.76561,123,3,16,56,4.8283137373023015
1,-73.98347,40.7276,13,5,451,64,4.276666119016055
0,-73.98173,40.72625,0,3,4,64,5.459585514144159
1,-73.95003,40.70866,0,7,1,212,3.6888794541139363
0,-73.9957,40.74314,263,2,144,34,5.298317366548036
0,-73.95691,40.65132,0,3,2,74,4.852030263919617
0,-73.93962,40.79084,0,3,6,61,5.521460917862246
1,-73.94549,40.71759,0,2,9,212,4.23410650459726
1,-73.95217,40.72749,11,5,1,91,3.970291913552122
1,-73.93436,40.84662,138,1,23,204,4.248495242049359
0,-73.99021,40.66977,46,1,10,85,4.867534450455582
1,-73.94548,40.75188,24,3,1,116,4.553876891600541
0,-73.95606,40.77064,188,1,7,199,5.521460917862246
1,-73.99177,40.66196,233,1,113,188,4.31748811353631
0,-73.93356,40.85884,0,5,13,204,4.605170185988092
1,-73.94426,40.67951,0,4,5,13,4.007333185232471
1,-73.87368,40.6743,180,1,6,63,4.77912349311153
1,-73.9413,40.79138,332,3,12,61,4.382026634673881
0,-73.94266,40.66592,0,2,0,51,5.857933154483459
1,-74.00222,40.73009,0,1,0,207,4.532599493153256
1,-73.89239,40.75541,305,1,219,59,4.442651256490317
0,-73.93577,40.71558,0,3,26,212,5.517452896464707
0,-74.00074,40.75165,280,29,9,34,5.41610040220442
0,-73.94422,40.71985,0,2,1,212,4.787491742782046
1,-74.11577,40.60991,52,2,6,191,3.912023005428146
1,-73.94856,40.7844,0,2,42,199,4.174387269895637
0,-73.97722,40.68057,321,30,3,150,5.1647859739235145
0,-73.94128,40.72463,9,4,17,91,4.852030263919617
0,-73.9633,40.67935,108,30,14,51,4.787491742782046
0,-73.95964,40.71813,14,5,1,212,4.859812404361672
1,-73.99628,40.75095,365,1,0,34,5.389071729816501
0,-73.94159,40.67578,340,2,18,51,6.535241271013659
2,-73.91707,40.70442,49,4,27,28,3.2188758248682006
1,-74.00076,40.64836,361,1,2,188,4.248495242049359
0,-73.948,40.81051,70,2,1,94,5.521460917862246
0,-73.92706,40.68488,75,1,39,13,5.003946305945459
0,-73.97968,40.74478,155,30,3,111,4.543294782270004
0,-73.99544,40.72175,7,5,3,144,4.976733742420574
0,-73.97963,40.7235,0,2,3,64,5.298317366548036
0,-73.94551,40.67271,277,1,349,51,4.653960350157523
0,-73.96474,40.68939,354,5,6,41,5.521460917862246
1,-73.93334,40.6995,26,2,61,28,3.4011973816621555
1,-73.87639,40.75157,66,2,6,103,3.8066624897703196
1,-73.9486,40.7139,0,5,1,212,4.382026634673881
1,-73.96181,40.81326,365,1,0,129,5.393627546352362
1,-73.942,40.80857,0,1,19,94,4.48863636973214
0,-73.99334,40.76184,0,2,43,95,5.37989735354046
0,-73.95347,40.58249,0,30,2,119,5.0106352940962555
0,-73.9547,40.77327,0,3,0,199,4.787491742782046
1,-73.98124,40.78281,259,1,0,200,5.783825182329737
0,-73.98595,40.75963,262,30,0,189,5.755742213586912
1,-73.97937,40.74933,189,1,31,136,4.700480365792417
0,-73.96979,40.76703,39,2,0,199,5.41610040220442
0,-74.00491,40.7079,344,29,0,73,4.820281565605037
0,-73.98246,40.71847,226,3,5,118,5.19295685089021
1,-73.94678,40.69278,158,1,6,13,4.174387269895637
0,-73.93933,40.72105,316,1,2,91,5.298317366548036
1,-73.9793,40.67633,77,1,45,150,3.8066624897703196
0,-73.95303,40.81217,0,1,3,94,5.0106352940962555
0,-74.00371,40.74624,9,1,51,34,5.41610040220442
0,-73.96183,40.77002,0,7,1,199,5.0106352940962555
0,-73.95233,40.6749,5,4,47,51,4.941642422609304
0,-73.95507,40.77553,0,7,0,199,5.84354441703136
1,-73.89496,40.72075,346,1,60,122,4.060443010546419
0,-73.95877,40.76886,156,30,3,199,4.867534450455582
1,-73.84811,40.81709,177,2,0,32,3.6635616461296463
0,-73.9302,40.68112,57,3,59,13,4.787491742782046
1,-73.92244,40.69481,0,3,1,28,3.912023005428146
0,-73.93443,40.68714,98,4,44,13,5.043425116919247
1,-73.99404,40.76339,0,5,0,95,4.700480365792417
1,-73.98394,40.71757,0,1,2,118,4.31748811353631
1,-73.9107,40.69927,163,2,6,28,3.784189633918261
1,-73.95799,40.71816,0,2,14,212,4.983606621708336
1,-73.94058,40.65129,365,1,10,60,4.499809670330265
0,-73.94709,40.72203,0,7,0,91,5.517452896464707
0,-73.93181,40.85573,81,2,16,204,4.74493212836325
0,-73.99348,40.66443,179,5,2,188,5.0106352940962555
1,-73.92226,40.6695,39,1,66,51,4.143134726391533
0,-73.94988,40.63939,307,2,100,60,4.574710978503383
0,-74.00017,40.66056,90,2,42,188,4.700480365792417
1,-73.98517,40.72917,0,1,27,64,5.19295685089021
1,-73.91096,40.77209,358,6,11,54,3.912023005428146
0,-73.96313,40.75966,0,3,21,126,4.90527477843843
0,-74.00304,40.73015,334,3,17,207,5.991464547107982
0,-73.86047,40.72733,1,1,2,162,4.31748811353631
0,-73.98583,40.70452,309,2,150,53,5.521460917862246
1,-73.95314,40.69009,184,10,20,13,4.007333185232471
0,-73.9551,40.71453,28,5,62,212,5.204006687076795
1,-73.98523,40.7339,0,1,0,86,4.9344739331306915
0,-73.99435,40.74161,338,30,3,34,5.521460917862246
0,-73.98473,40.73449,25,1,28,86,5.521460917862246
1,-73.94896,40.69671,0,1,1,13,3.8066624897703196
0,-74.00495,40.70825,0,1,0,73,6.907755278982137
1,-73.93021,40.85658,81,3,1,204,4.8283137373023015
0,-74.00128,40.72725,267,2,38,176,5.857933154483459
0,-74.00033,40.76198,3,1,0,95,5.298317366548036
0,-73.95249,40.68057,1,3,6,13,4.727387818712341
0,-73.942,40.70361,0,2,5,212,5.0106352940962555
1,-73.94423,40.70474,80,1,8,212,4.787491742782046
0,-73.99427,40.71387,165,5,0,35,5.043425116919247
1,-73.92376,40.66889,48,1,23,51,3.8918202981106265
1,-73.92457,40.68544,0,1,1,13,4.0943445622221
1,-73.95655,40.71243,0,1,1,212,4.0943445622221
1,-73.95243,40.70994,0,4,3,212,3.912023005428146
0,-73.95237,40.73248,189,5,3,91,4.804021044733257
1,-73.95265,40.71784,0,4,16,212,4.382026634673881
0,-73.94819,40.72666,0,17,0,91,5.10594547390058
0,-74.00162,40.73177,0,3,0,207,4.605170185988092
1,-73.95268,40.80025,0,2,3,94,4.442651256490317
0,-73.97668,40.77889,10,3,0,200,4.962844630259907
0,-73.95749,40.71273,0,1,3,212,5.1647859739235145
0,-73.99966,40.68652,107,4,50,43,4.941642422609304
0,-73.96636,40.57589,20,1,10,23,4.454347296253507
1,-73.92295,40.69607,0,1,0,28,4.605170185988092
1,-73.94215,40.81312,364,5,0,94,4.248495242049359
0,-73.95275,40.69999,0,4,4,212,4.605170185988092
0,-73.92073,40.76042,0,1,3,4,5.0106352940962555
1,-73.98853,40.70311,0,1,0,53,4.30406509320417
0,-73.96437,40.67714,0,2,0,157,4.867534450455582
1,-73.93262,40.69049,319,2,23,13,4.174387269895637
0,-73.96811,40.76425,1,7,26,199,5.272999558563747
0,-73.93171,40.67546,0,2,15,51,4.499809670330265
0,-73.97299,40.68262,129,3,67,157,5.135798437050262
0,-73.98576,40.73047,0,4,10,64,5.247024072160486
1,-73.9474,40.71384,30,4,219,212,4.499809670330265
1,-73.87312,40.76406,85,1,65,59,3.5553480614894135
0,-73.9431,40.8114,3,5,16,94,5.0106352940962555
1,-73.92596,40.6954,90,2,7,28,3.9889840465642745
0,-73.94037,40.72166,81,7,10,91,4.59511985013459
1,-73.95712,40.80672,24,1,4,94,4.290459441148391
1,-73.99289,40.72842,317,7,10,143,4.382026634673881
1,-73.98913,40.7733,0,1,3,200,3.912023005428146
0,-74.00052,40.74195,13,7,41,34,4.941642422609304
0,-73.96567,40.75795,351,1,0,126,5.241747015059643
0,-73.98886,40.75817,0,4,0,189,5.247024072160486
1,-73.91471,40.70418,16,7,0,28,3.7376696182833684
0,-73.95161,40.82168,0,3,45,94,5.293304824724492
1,-73.95992,40.67244,9,2,45,51,4.31748811353631
0,-73.9365,40.69527,64,3,44,13,5.1298987149230735
1,-73.99475,40.63294,90,3,2,20,3.912023005428146
0,-73.97262,40.75251,365,30,0,126,5.1647859739235145
1,-73.96142,40.70803,0,1,6,212,4.553876891600541
1,-73.93853,40.80771,64,1,21,61,4.189654742026425
0,-73.95798,40.71906,0,3,7,212,5.298317366548036
0,-73.95963,40.71043,154,30,0,212,5.1647859739235145
0,-73.93944,40.6707,64,4,4,51,4.787491742782046
1,-73.98133,40.72285,0,2,7,64,4.382026634673881
0,-73.94728,40.67265,94,4,19,51,4.394449154672439
1,-73.92785,40.70062,0,2,9,28,4.382026634673881
0,-73.9654,40.68048,239,2,61,157,4.653960350157523
1,-73.9217,40.86592,89,2,0,102,4.605170185988092
1,-73.9294,40.6914,12,1,4,13,4.174387269895637
0,-74.0051,40.70623,72,2,52,73,5.0106352940962555
0,-73.9908,40.68192,192,3,3,85,5.697093486505405
0,-73.92358,40.675,306,1,53,51,4.442651256490317
0,-73.94498,40.71835,0,2,16,212,4.8283137373023015
2,-73.93911,40.69124,78,1,35,13,3.044522437723423
1,-74.00867,40.64021,0,1,18,188,3.367295829986474
1,-73.95246,40.8122,0,3,8,94,5.147494476813453
0,-74.00588,40.73433,222,2,168,207,5.521460917862246
1,-73.95084,40.77686,0,5,7,199,4.174387269895637
1,-73.94688,40.78045,9,1,19,199,4.653960350157523
1,-73.97767,40.67761,53,1,96,150,4.787491742782046
0,-73.97894,40.76151,0,2,3,126,6.395261598115449
0,-74.15389,40.53939,30,10,0,69,5.700443573390687
0,-73.98942,40.76746,126,10,41,95,6.214608098422191
0,-73.94863,40.6597,11,2,4,158,5.298317366548036
0,-73.96924,40.71133,109,2,22,212,5.730099782973574
1,-73.99587,40.72191,0,1,1,144,4.8283137373023015
2,-73.97797,40.7279,0,2,0,64,4.174387269895637
0,-74.00125,40.73855,273,2,2,207,6.3578422665081
1,-73.97622,40.74476,89,1,0,111,5.298317366548036
0,-73.98989,40.66495,0,3,0,180,4.605170185988092
0,-73.9701,40.67797,0,2,1,157,5.298317366548036
1,-73.95144,40.69094,65,3,5,13,4.382026634673881
0,-73.9857,40.68644,0,2,8,19,5.298317366548036
0,-73.98576,40.72951,39,2,0,64,4.787491742782046
1,-73.92706,40.68763,0,2,9,13,3.4011973816621555
1,-73.95398,40.81928,72,2,9,94,4.382026634673881
1,-73.94541,40.70652,0,1,2,212,4.382026634673881
0,-73.93006,40.69549,259,1,12,28,5.0689042022202315
0,-73.97128,40.69301,31,14,0,80,5.393627546352362
1,-73.93847,40.68465,4,2,62,13,3.6635616461296463
1,-73.98546,40.66736,342,60,0,180,3.871201010907891
0,-73.99247,40.72448,14,3,3,64,5.991464547107982
1,-73.87633,40.74152,49,1,16,68,3.912023005428146
1,-73.98305,40.72778,216,2,246,64,4.8283137373023015
1,-73.87861,40.72688,36,1,6,68,3.6375861597263857
0,-73.94503,40.80106,0,5,35,61,4.605170185988092
1,-73.99053,40.76121,82,3,116,95,4.941642422609304
0,-73.97347,40.78607,147,7,34,200,5.521460917862246
1,-73.95684,40.67156,354,2,13,51,4.31748811353631
0,-73.93442,40.77179,0,4,0,4,5.298317366548036
0,-73.92801,40.76337,0,4,1,4,4.248495242049359
1,-73.94241,40.72351,0,3,3,91,3.6888794541139363
0,-73.95891,40.72123,0,14,0,212,5.598421958998375
0,-73.96853,40.79456,108,6,5,200,5.991464547107982
0,-73.85334,40.74122,242,2,51,50,5.003946305945459
0,-73.92919,40.76892,0,1,5,4,4.787491742782046
1,-73.94409,40.78512,330,30,5,61,3.912023005428146
1,-73.94092,40.84798,0,2,0,204,4.59511985013459
1,-73.94371,40.81677,324,3,89,94,5.1647859739235145
1,-73.84949,40.69567,174,2,7,215,3.912023005428146
0,-73.87969,40.67426,4,1,30,63,4.941642422609304
0,-73.99742,40.74945,188,7,26,34,5.1647859739235145
0,-73.87213,40.87816,281,3,20,146,4.8283137373023015
1,-73.9817,40.65815,0,7,0,214,4.382026634673881
1,-73.96442,40.71908,79,3,19,212,4.941642422609304
1,-73.9483,40.83018,352,1,116,94,3.912023005428146
1,-73.91353,40.70324,0,4,5,28,3.8501476017100584
0,-73.99985,40.73974,0,2,19,34,5.783825182329737
0,-73.84362,40.86239,337,1,67,153,4.59511985013459
1,-73.96379,40.68027,0,7,1,51,3.912023005428146
0,-73.97248,40.67179,31,2,45,150,4.941642422609304
0,-73.96287,40.75903,0,5,0,126,5.713732805509369
0,-73.92296,40.68528,242,4,59,13,4.976733742420574
0,-73.95212,40.71849,0,3,0,212,5.1647859739235145
0,-73.9623,40.7152,0,31,2,212,5.438079308923196
0,-73.9693,40.80177,25,3,15,200,5.41610040220442
1,-73.95751,40.68076,0,5,4,13,4.605170185988092
0,-73.93898,40.84182,155,3,25,204,4.867534450455582
0,-73.96252,40.76161,324,30,0,199,5.298317366548036
1,-73.9554,40.69118,0,15,0,13,3.5553480614894135
1,-73.94421,40.70653,365,60,3,212,4.605170185988092
0,-73.96222,40.77735,106,3,50,199,6.052089168924417
1,-73.98613,40.71858,0,1,1,118,4.248495242049359
1,-73.92153,40.70266,0,12,1,28,4.31748811353631
0,-73.91903,40.68856,4,3,6,28,4.77912349311153
1,-73.95022,40.68382,188,1,3,13,3.8066624897703196
0,-73.9939,40.75927,0,7,3,95,5.017279836814924
