room_type_num,longitude,latitude,availability_365,minimum_nights,number_of_reviews,neigh_num,price
1,-73.93654,40.8444,124,29,1,204,3.295836866004329
0,-73.93698,40.75297,341,1,0,116,6.212606095751519
1,-74.0985,40.6157,65,1,1,93,4.48863636973214
0,-73.92827,40.69864,34,90,2,28,4.74493212836325
0,-74.00481,40.72941,0,7,0,207,5.0106352940962555
1,-73.92888,40.70458,14,2,3,28,4.382026634673881
0,-73.97485,40.7939,0,7,1,200,5.66988092298052
0,-73.96949,40.75939,0,1,0,126,5.298317366548036
0,-73.9418,40.80745,0,2,1,94,6.476972362889683
0,-73.95141,40.71111,280,10,27,212,5.298317366548036
0,-73.73837,40.59486,47,2,22,71,5.521460917862246
1,-73.98559,40.72007,0,5,0,118,4.499809670330265
0,-73.95121,40.77149,0,8,1,199,5.19295685089021
1,-73.99515,40.74973,344,1,162,34,4.442651256490317
1,-73.95298,40.71642,0,1,0,212,4.499809670330265
0,-73.97553,40.74876,344,30,5,136,5.1647859739235145
1,-73.98312,40.72431,0,1,1,64,4.787491742782046
0,-73.98433,40.73536,0,7,7,86,4.976733742420574
0,-73.9627,40.71374,193,3,27,212,5.075173815233827
1,-73.94838,40.64895,90,1,245,60,3.970291913552122
0,-74.00706,40.70994,106,2,3,73,6.0112671744041615
0,-73.95985,40.67182,0,3,0,51,5.616771097666572
1,-73.95947,40.65894,52,2,10,158,4.31748811353631
0,-73.97047,40.69117,290,2,72,80,5.19295685089021
1,-73.9841,40.74685,357,2,60,126,5.1647859739235145
1,-73.98653,40.74826,248,30,2,126,4.605170185988092
0,-73.95633,40.68791,0,5,0,13,5.703782474656201
1,-73.9353,40.70507,110,3,156,212,4.276666119016055
1,-73.94475,40.69306,0,3,9,13,3.784189633918261
2,-73.93735,40.69508,90,2,2,13,4.3694478524670215
0,-73.93073,40.66629,259,3,33,51,6.354370040797351
0,-73.90793,40.77231,0,4,1,54,4.31748811353631
0,-73.96473,40.75959,244,3,2,126,5.631211781821365
1,-73.97645,40.77851,115,4,93,200,4.343805421853684
0,-73.95759,40.68589,0,1,0,13,4.700480365792417
1,-73.94387,40.71188,20,5,9,212,4.007333185232471
0,-73.9865,40.71984,91,3,0,118,5.517452896464707
1,-73.80726,40.76153,62,1,0,77,4.007333185232471
0,-73.96251,40.67727,26,7,7,51,4.663439094112067
1,-73.96247,40.66083,332,1,26,158,3.9512437185814275
1,-73.93978,40.84448,339,2,211,204,4.442651256490317
0,-73.91108,40.74434,0,2,0,218,4.605170185988092
1,-73.97312,40.69101,280,8,27,80,3.784189633918261
1,-73.92589,40.69266,162,30,0,28,3.8501476017100584
0,-73.94919,40.82502,0,12,0,94,4.605170185988092
1,-73.96797,40.79978,0,7,5,200,4.248495242049359
1,-73.93989,40.69238,0,10,1,13,3.6109179126442243
0,-73.94988,40.82167,0,6,5,94,4.700480365792417
0,-73.9542,40.6811,64,14,12,13,4.499809670330265
0,-73.91971,40.86406,19,4,15,102,4.700480365792417
0,-73.98513,40.67718,350,1,67,85,5.41610040220442
0,-74.00229,40.72301,21,4,4,176,5.075173815233827
1,-73.96171,40.62189,67,2,157,127,3.6375861597263857
1,-73.93823,40.70572,0,8,1,212,4.174387269895637
1,-73.93579,40.85051,0,4,4,204,3.912023005428146
1,-73.94781,40.66116,32,5,3,158,4.442651256490317
0,-73.94207,40.83547,334,1,22,204,4.941642422609304
1,-73.991,40.75966,8,3,2,95,5.0106352940962555
1,-73.97625,40.63678,120,30,1,107,3.6888794541139363
1,-73.95675,40.82245,358,1,19,94,4.31748811353631
1,-73.90969,40.70665,0,7,4,164,3.970291913552122
1,-73.95771,40.8033,0,3,2,94,3.912023005428146
0,-73.97726,40.77881,0,2,5,200,5.521460917862246
1,-73.9227,40.69887,93,20,1,28,4.31748811353631
0,-73.94982,40.82313,261,4,137,94,5.220355825078324
1,-73.95398,40.76665,42,4,2,199,4.941642422609304
1,-73.94565,40.71684,89,3,0,212,5.10594547390058
1,-73.96046,40.71986,0,3,0,212,3.912023005428146
0,-73.9862,40.75966,335,29,0,189,5.1647859739235145
0,-73.93469,40.85497,0,3,11,204,4.59511985013459
0,-73.95425,40.73644,341,2,22,91,5.703782474656201
0,-73.98542,40.74556,343,30,0,126,5.389071729816501
0,-73.97969,40.79093,335,30,0,200,5.117993812416755
1,-73.95027,40.66955,68,2,10,51,4.248495242049359
1,-73.984,40.73491,0,2,1,86,4.31748811353631
0,-73.97378,40.68679,242,30,5,80,4.59511985013459
0,-73.9902,40.68497,196,5,2,31,4.8283137373023015
0,-73.94595,40.74543,3,5,12,116,4.8283137373023015
1,-73.92687,40.73944,364,2,53,187,4.382026634673881
0,-73.98932,40.76433,155,1,3,95,5.093750200806762
0,-73.98322,40.7318,0,2,169,86,5.225746673713202
0,-73.97112,40.78627,114,28,17,200,5.293304824724492
1,-73.93947,40.84313,0,2,3,204,3.912023005428146
1,-74.00601,40.70873,0,1,5,73,4.382026634673881
1,-73.93051,40.80872,148,2,59,154,3.8918202981106265
1,-73.92203,40.62876,70,2,94,76,3.5263605246161616
0,-73.81704,40.58447,261,3,2,166,5.298317366548036
1,-73.95637,40.80464,0,2,3,94,4.430816798843313
0,-73.98401,40.74268,7,4,15,126,5.220355825078324
1,-73.96046,40.69266,0,5,1,13,4.174387269895637
1,-74.00574,40.71683,66,1,1,195,5.41610040220442
1,-73.96904,40.75273,0,5,0,126,4.499809670330265
1,-73.9426,40.70709,364,30,0,212,4.290459441148391
1,-73.93789,40.84258,365,30,9,204,4.605170185988092
0,-73.95491,40.77025,182,5,95,199,5.298317366548036
0,-73.9173,40.68909,242,2,240,28,4.8283137373023015
0,-73.99669,40.7219,0,5,5,144,5.298317366548036
0,-73.98485,40.77775,43,3,11,200,5.940171252720432
0,-73.97904,40.7834,340,3,1,200,5.978885764901122
1,-73.94975,40.76205,0,4,2,167,4.3694478524670215
1,-73.94073,40.76483,356,1,63,116,4.787491742782046
0,-74.00409,40.74197,0,2,1,34,5.480638923341991
0,-73.98756,40.77562,365,1,2,200,6.97166860472579
1,-73.93559,40.85865,0,2,13,204,4.31748811353631
1,-73.88193,40.74756,173,1,67,68,4.442651256490317
1,-73.99213,40.60475,178,3,0,17,4.0943445622221
0,-73.94347,40.70735,0,2,0,212,5.393627546352362
0,-73.98697,40.72118,0,4,6,118,4.941642422609304
0,-73.96426,40.71603,1,4,63,212,5.19295685089021
1,-73.93365,40.69702,0,2,0,28,4.382026634673881
0,-73.97254,40.7869,0,3,4,200,5.0106352940962555
0,-73.97859,40.6755,328,4,105,150,5.247024072160486
1,-73.95266,40.77633,77,4,2,199,4.543294782270004
1,-73.97453,40.76402,207,2,0,126,5.4510384535657
1,-73.95557,40.80416,0,7,0,94,4.0943445622221
2,-73.95069,40.78023,4,7,15,199,4.700480365792417
1,-73.95106,40.81463,14,3,11,94,4.31748811353631
1,-73.95102,40.82587,65,2,33,94,4.382026634673881
0,-73.95388,40.57891,364,1,88,23,4.59511985013459
1,-73.92288,40.73894,355,2,26,187,4.174387269895637
0,-73.93583,40.81473,0,4,1,61,5.0106352940962555
1,-73.93992,40.67548,0,3,32,51,6.214608098422191
1,-73.95159,40.71077,37,7,0,212,3.8918202981106265
2,-73.99416,40.64283,365,1,0,20,3.4011973816621555
0,-73.94708,40.71707,336,1,14,212,5.298317366548036
0,-73.95868,40.71584,0,2,0,212,6.1092475827643655
1,-73.99325,40.74563,11,3,6,34,4.499809670330265
0,-73.91918,40.68049,0,2,17,13,5.0106352940962555
1,-73.95231,40.82773,247,3,380,94,4.0943445622221
0,-73.91528,40.74493,332,30,10,187,4.553876891600541
0,-73.98001,40.74855,0,1,0,136,7.600902459542082
0,-73.94547,40.65344,0,1,13,60,4.787491742782046
1,-73.94838,40.7133,341,4,18,212,4.5217885770490405
0,-73.99131,40.76046,223,2,53,95,5.298317366548036
0,-73.95818,40.68982,307,3,18,13,4.90527477843843
1,-73.99291,40.71405,337,3,35,35,4.787491742782046
1,-73.9677,40.64809,333,1,25,74,4.276666119016055
1,-73.94881,40.71558,0,14,0,212,4.290459441148391
0,-73.96044,40.763,0,3,1,199,5.616771097666572
1,-73.94316,40.78583,0,1,0,61,4.0943445622221
0,-73.96262,40.76553,0,2,4,199,5.0106352940962555
1,-73.94077,40.71308,0,1,0,212,4.553876891600541
1,-73.94334,40.83219,0,1,0,204,3.912023005428146
0,-73.93657,40.68301,212,28,2,13,4.74493212836325
0,-73.94971,40.72716,5,2,25,91,5.293304824724492
1,-73.96313,40.79877,0,1,16,200,4.382026634673881
0,-73.95336,40.71407,0,7,4,212,5.293304824724492
1,-73.92088,40.77126,73,1,54,4,4.0943445622221
1,-73.921,40.7007,145,1,5,28,4.605170185988092
1,-73.91151,40.67984,189,1,15,13,4.382026634673881
0,-74.0011,40.73982,12,1,71,34,5.272999558563747
1,-73.94839,40.68018,189,3,140,13,4.0943445622221
0,-73.93004,40.86232,0,4,18,102,4.499809670330265
0,-73.95566,40.71832,5,4,7,212,5.0106352940962555
1,-73.95228,40.7868,0,2,29,61,3.912023005428146
0,-73.96171,40.75812,0,2,4,126,5.0106352940962555
0,-73.96739,40.67391,221,21,5,157,4.653960350157523
0,-73.95435,40.7244,177,4,0,91,4.31748811353631
0,-73.95952,40.69508,73,4,82,13,5.176149732573829
1,-73.97685,40.72576,230,1,19,64,4.8283137373023015
0,-73.95679,40.71433,230,7,3,212,4.787491742782046
1,-73.99285,40.68592,0,2,0,31,5.236441962829949
0,-73.96784,40.64016,0,3,2,74,4.574710978503383
0,-74.00525,40.73426,0,1,1,207,5.293304824724492
0,-73.97438,40.68791,0,2,2,80,4.700480365792417
1,-73.98765,40.71252,185,15,0,118,4.543294782270004
1,-73.92341,40.67592,158,2,2,51,4.31748811353631
1,-73.91172,40.77496,21,15,12,54,4.0943445622221
0,-73.9435,40.70094,0,7,0,212,4.787491742782046
1,-74.0029,40.65651,181,2,34,188,4.0943445622221
0,-73.96432,40.7639,220,29,0,199,5.0106352940962555
0,-73.99067,40.76415,20,1,122,95,5.003946305945459
0,-73.95628,40.77579,0,5,1,199,4.762173934797756
0,-73.98651,40.75015,365,30,0,126,5.298317366548036
0,-73.98436,40.76485,364,30,0,95,5.272999558563747
1,-73.82544,40.74295,132,5,0,77,4.007333185232471
1,-73.89713,40.86533,179,3,1,78,3.6888794541139363
0,-74.03164,40.63461,291,2,101,7,4.48863636973214
0,-73.98416,40.72687,317,1,15,64,5.981414211254481
1,-73.94264,40.82828,0,3,3,94,4.867534450455582
1,-73.89709,40.70663,84,1,44,164,4.0943445622221
1,-73.93798,40.70352,0,7,1,212,3.6375861597263857
1,-73.95458,40.68358,78,3,27,13,4.174387269895637
1,-73.99037,40.68894,0,7,0,19,4.0943445622221
1,-73.95819,40.71829,97,3,3,212,4.6913478822291435
0,-73.95373,40.68387,363,5,14,13,5.0106352940962555
1,-73.95434,40.7861,0,1,57,199,4.382026634673881
1,-73.91991,40.69813,0,7,1,28,3.5553480614894135
0,-73.98546,40.59145,167,3,4,89,4.859812404361672
1,-73.90977,40.71041,0,2,20,164,3.6888794541139363
0,-73.9196,40.68735,274,3,36,13,5.10594547390058
1,-73.90949,40.81192,1,3,36,133,4.1588830833596715
0,-73.98666,40.76103,98,30,0,189,5.796057750765372
0,-73.94062,40.714,51,20,0,212,4.605170185988092
0,-73.95994,40.76301,362,1,5,199,6.214608098422191
1,-73.95648,40.71286,365,3,0,212,5.1647859739235145
1,-73.98922,40.72467,0,2,1,64,4.605170185988092
0,-73.92115,40.69158,0,3,10,28,4.356708826689592
1,-73.99109,40.76146,240,1,201,95,5.043425116919247
1,-73.95079,40.69085,319,30,27,13,4.0943445622221
1,-73.96041,40.80104,0,1,0,200,3.8066624897703196
1,-73.85369,40.66894,20,1,3,99,3.6888794541139363
1,-73.95426,40.74332,140,2,185,116,4.553876891600541
0,-73.95824,40.65507,187,1,282,158,4.787491742782046
0,-73.98553,40.72939,0,4,5,64,4.605170185988092
0,-73.84382,40.83758,129,2,35,208,4.276666119016055
1,-73.75116,40.70419,350,3,60,183,3.2188758248682006
1,-73.97477,40.6967,0,1,53,80,4.382026634673881
0,-73.91235,40.6733,260,3,87,51,4.465908118654584
1,-73.9525,40.74649,135,15,3,116,4.248495242049359
1,-73.72731,40.68557,176,3,0,29,3.912023005428146
1,-73.98419,40.72217,0,1,34,64,4.564348191467836
1,-73.90758,40.74361,249,30,0,218,3.6375861597263857
0,-73.98823,40.76356,180,1,0,95,5.799092654460526
1,-73.92113,40.70807,0,2,11,28,4.804021044733257
1,-73.95452,40.82347,324,5,4,94,4.382026634673881
0,-73.77911,40.671,69,1,0,104,5.521460917862246
1,-73.9284,40.69452,61,1,216,28,3.7376696182833684
0,-74.00107,40.67617,141,1,81,31,3.8918202981106265
1,-73.94681,40.64885,89,1,206,60,4.04305126783455
0,-73.98553,40.66459,1,2,6,180,5.560681631015528
0,-74.00476,40.70786,220,29,0,73,5.393627546352362
1,-74.00111,40.73049,0,2,0,92,4.77912349311153
1,-73.90128,40.66242,176,2,0,26,3.6375861597263857
0,-73.98212,40.66533,13,5,5,180,4.897839799950911
1,-73.95491,40.71171,0,2,2,212,4.787491742782046
0,-73.98742,40.72517,0,1,15,64,5.272999558563747
0,-73.99936,40.74107,0,2,2,34,5.521460917862246
1,-73.92207,40.66919,57,1,65,51,3.9889840465642745
0,-73.91467,40.68382,340,2,19,13,4.574710978503383
1,-73.98915,40.74832,81,1,19,34,4.867534450455582
1,-73.79603,40.599,54,3,11,3,3.5553480614894135
1,-73.96809,40.76258,15,3,4,199,4.859812404361672
0,-73.95405,40.68739,0,2,2,13,4.8283137373023015
0,-73.96525,40.71749,0,2,4,212,5.517452896464707
1,-73.94784,40.58615,332,1,13,173,4.07753744390572
1,-73.90655,40.68868,329,3,55,28,4.007333185232471
1,-73.95121,40.77867,359,1,75,199,4.499809670330265
0,-74.00818,40.67989,0,5,28,161,4.700480365792417
0,-73.91557,40.75732,227,3,0,4,4.90527477843843
1,-73.96156,40.65329,0,2,0,74,4.0943445622221
0,-73.92576,40.68466,0,1,1,13,5.0106352940962555
0,-74.00375,40.73669,0,3,5,207,5.003946305945459
0,-73.89504,40.69988,36,3,15,84,5.247024072160486
0,-73.97834,40.74583,0,1,5,136,5.075173815233827
0,-73.96423,40.71706,85,2,36,212,5.220355825078324
0,-73.90354,40.69766,121,1,42,164,4.605170185988092
0,-73.87819,40.68528,250,3,225,52,4.382026634673881
1,-73.94093,40.67122,89,2,2,51,4.31748811353631
0,-73.97914,40.7765,0,5,0,200,5.438079308923196
1,-74.00394,40.74755,31,1,1,34,4.653960350157523
1,-73.95612,40.82203,190,30,77,94,3.912023005428146
0,-73.92266,40.70043,0,30,0,28,4.248495242049359
0,-74.00704,40.7453,25,2,43,34,5.0689042022202315
1,-73.94661,40.67418,0,1,4,51,4.248495242049359
0,-73.95631,40.65447,0,2,3,74,4.31748811353631
0,-73.98667,40.7043,235,2,177,53,5.241747015059643
1,-73.9535,40.73752,0,2,9,91,4.31748811353631
0,-74.01049,40.71359,66,3,8,195,5.0106352940962555
0,-73.98466,40.78181,303,30,10,200,4.867534450455582
0,-73.974,40.67003,217,2,144,150,5.480638923341991
1,-73.98622,40.75612,256,1,0,189,4.605170185988092
1,-74.0108,40.70789,0,1,1,73,4.382026634673881
1,-73.93808,40.70312,0,4,0,212,4.0943445622221
0,-73.96534,40.63981,49,90,0,74,4.787491742782046
0,-73.95551,40.57504,332,2,6,23,4.653960350157523
0,-73.97456,40.78537,157,30,0,200,5.247024072160486
0,-73.96662,40.6853,243,5,1,41,4.605170185988092
0,-73.93855,40.81801,33,1,27,94,4.356708826689592
0,-73.97017,40.75248,363,4,8,126,5.298317366548036
0,-73.98709,40.74986,311,30,0,126,5.19295685089021
0,-73.84542,40.72126,0,1,0,79,4.812184355372417
0,-73.84086,40.70047,52,7,0,163,4.787491742782046
0,-73.97391,40.7608,365,1,1,126,6.709304340258298
1,-73.988,40.74107,1,4,14,75,4.718498871295094
0,-73.93675,40.68906,147,3,34,13,4.867534450455582
0,-73.98173,40.72853,0,30,0,64,4.48863636973214
1,-73.90587,40.68584,0,20,0,28,3.912023005428146
0,-73.9433,40.70984,27,2,4,212,5.1647859739235145
0,-73.9688,40.79787,0,2,6,200,4.59511985013459
1,-73.81146,40.76014,292,2,39,77,3.8066624897703196
0,-73.98932,40.74047,0,1,0,75,5.0369526024136295
0,-73.96241,40.66153,0,5,0,158,4.31748811353631
1,-73.93962,40.71601,55,1,71,212,4.653960350157523
1,-73.94692,40.80384,87,3,164,94,4.219507705176107
1,-73.95153,40.69065,328,30,10,13,4.174387269895637
0,-73.95833,40.76443,13,2,19,199,4.867534450455582
1,-73.98912,40.76145,0,4,1,95,4.990432586778736
0,-73.93776,40.67679,238,8,108,51,4.406719247264253
0,-73.97285,40.6904,0,3,2,80,4.941642422609304
0,-73.94916,40.7718,0,2,0,199,5.075173815233827
1,-73.95237,40.70874,7,5,24,212,4.143134726391533
0,-73.98093,40.67507,266,3,76,150,5.0106352940962555
1,-73.98759,40.7107,184,15,0,118,4.51085950651685
0,-73.93838,40.68543,185,10,10,13,5.0106352940962555
1,-73.9364,40.83193,0,2,0,204,4.174387269895637
1,-73.99354,40.7114,0,3,0,196,5.0689042022202315
1,-73.99265,40.71319,0,1,1,35,4.605170185988092
1,-73.98668,40.72967,0,2,2,64,4.30406509320417
1,-73.98813,40.72018,362,1,0,118,5.389071729816501
0,-73.94357,40.68822,226,2,116,13,4.553876891600541
0,-73.97595,40.69855,0,4,99,137,5.3706380281276624
0,-73.93534,40.58527,363,5,8,173,5.703782474656201
0,-73.96542,40.67262,13,2,21,157,4.787491742782046
0,-73.92223,40.76958,10,3,36,4,4.276666119016055
0,-73.9632,40.80513,0,3,3,129,4.787491742782046
1,-73.93809,40.83849,0,2,57,204,3.713572066704308
1,-73.97365,40.6417,263,1,107,107,4.127134385045092
0,-73.95873,40.73386,0,2,0,91,5.298317366548036
0,-73.99983,40.73522,0,2,19,207,5.1647859739235145
1,-73.94585,40.68057,175,1,3,13,4.394449154672439
0,-73.96323,40.77255,35,3,52,199,4.836281906951478
0,-74.00559,40.70721,332,29,0,73,4.605170185988092
0,-73.94516,40.82151,5,1,1,94,5.043425116919247
1,-73.91458,40.7067,0,4,1,164,4.174387269895637
0,-73.93032,40.68757,274,2,77,13,4.248495242049359
0,-73.96348,40.75451,365,30,0,126,5.247024072160486
1,-73.94069,40.71671,0,7,0,212,3.970291913552122
1,-73.98023,40.76163,8,2,7,189,6.855408798609928
0,-73.98517,40.73213,17,5,24,64,5.517452896464707
2,-73.90666,40.70117,7,30,1,164,3.4965075614664802
0,-73.94846,40.82235,180,2,27,94,5.521460917862246
1,-73.93344,40.70371,0,7,0,212,3.8066624897703196
1,-73.95993,40.71879,58,1,11,212,4.499809670330265
0,-73.96126,40.77648,348,4,10,199,5.41610040220442
0,-73.91982,40.70125,0,2,1,28,5.857933154483459
0,-73.94413,40.8186,39,2,24,94,4.477336814478207
0,-73.97478,40.74719,0,1,2,136,5.0106352940962555
0,-73.99951,40.72292,61,3,9,176,6.309918278226516
1,-73.96103,40.79863,348,30,0,200,4.0943445622221
1,-73.97308,40.67852,1,2,11,157,4.31748811353631
0,-73.97614,40.74423,4,4,30,111,5.272999558563747
1,-73.93344,40.70552,0,3,0,212,4.382026634673881
0,-73.94295,40.71632,340,2,0,212,6.38856140554563
0,-73.94844,40.71459,222,30,29,212,4.382026634673881
0,-73.955,40.73289,365,1,1,91,5.293304824724492
1,-73.98761,40.75976,283,1,22,189,5.517452896464707
0,-73.92482,40.69636,0,2,19,28,4.477336814478207
1,-73.90986,40.76768,208,1,156,4,4.07753744390572
0,-73.96792,40.70933,362,1,148,212,5.616771097666572
1,-73.97947,40.72247,21,12,11,64,4.290459441148391
0,-74.08047,40.59125,119,3,1,2,5.272999558563747
1,-73.94495,40.69454,260,1,11,13,4.174387269895637
2,-73.83095,40.84735,88,1,0,152,3.912023005428146
1,-73.95139,40.71297,340,30,0,212,3.912023005428146
0,-73.96711,40.58571,71,7,32,89,4.499809670330265
1,-74.01966,40.63498,0,1,39,7,4.31748811353631
0,-73.98373,40.73845,100,7,10,86,5.298317366548036
1,-73.95352,40.76988,312,1,13,199,5.043425116919247
1,-74.00171,40.73958,0,3,2,34,4.174387269895637
0,-73.95843,40.76731,8,1,50,199,5.043425116919247
0,-73.88768,40.67842,287,3,64,52,5.043425116919247
1,-73.94702,40.71042,0,5,0,212,4.248495242049359
0,-73.94527,40.71738,0,4,11,212,5.0106352940962555
0,-73.95227,40.78124,0,1,0,199,4.700480365792417
0,-73.98276,40.75732,216,3,177,189,5.220355825078324
1,-73.95311,40.7789,108,3,134,199,4.442651256490317
1,-73.94253,40.80323,219,5,3,94,7.313220387090301
1,-73.94297,40.83413,0,1,0,204,4.605170185988092
1,-73.91261,40.69924,0,10,1,28,3.8066624897703196
1,-73.90039,40.70947,0,2,0,164,4.31748811353631
0,-73.82991,40.70171,105,2,95,163,4.174387269895637
0,-73.96276,40.71211,153,2,20,212,6.035481432524756
0,-73.95551,40.73406,8,3,17,91,4.90527477843843
0,-73.90832,40.69692,76,4,76,28,4.90527477843843
1,-73.95615,40.67304,161,7,3,51,4.605170185988092
0,-73.94938,40.69463,89,7,4,13,5.1647859739235145
0,-73.96404,40.71812,6,7,0,212,5.652489180268651
1,-73.93105,40.7722,0,1,0,4,3.6109179126442243
1,-74.01722,40.71035,0,1,9,6,4.499809670330265
1,-73.94111,40.69687,365,30,4,13,3.912023005428146
0,-73.99488,40.74996,151,2,9,34,5.003946305945459
1,-73.97336,40.73695,33,2,37,111,4.890349128221754
1,-73.96285,40.71723,0,1,0,212,4.442651256490317
1,-74.00618,40.63529,169,1,2,20,3.871201010907891
1,-73.95569,40.73378,180,1,0,91,5.293304824724492
1,-73.95632,40.71709,0,21,1,212,4.02535169073515
1,-73.87123,40.77127,0,1,0,59,4.605170185988092
0,-73.98836,40.77318,13,3,2,200,5.703782474656201
0,-73.98197,40.72923,73,1,40,64,5.241747015059643
0,-73.97969,40.72699,277,4,213,64,5.187385805840755
1,-73.94767,40.71174,0,1,7,212,3.8066624897703196
0,-73.98345,40.76704,0,45,16,95,4.9344739331306915
0,-73.96411,40.65168,7,3,13,74,4.605170185988092
1,-73.95402,40.60664,0,1,0,173,3.6888794541139363
1,-73.95392,40.70987,10,4,16,212,4.553876891600541
1,-73.95457,40.65275,153,10,8,74,3.912023005428146
1,-73.94841,40.81567,11,3,100,94,4.007333185232471
1,-73.99828,40.71611,281,30,59,35,4.700480365792417
0,-73.9631,40.7092,28,2,14,212,5.272999558563747
1,-73.93613,40.71101,148,2,2,212,4.653960350157523
0,-73.90207,40.67539,86,2,55,63,4.787491742782046
0,-73.92109,40.69457,356,2,0,28,5.634789603169249
1,-73.9144,40.7005,0,2,2,28,4.31748811353631
0,-74.00656,40.74236,4,4,13,34,5.19295685089021
1,-73.94881,40.70918,0,7,1,212,4.0943445622221
0,-73.9834,40.7293,243,1,26,64,4.867534450455582
0,-73.93915,40.72613,0,2,2,91,4.31748811353631
1,-73.98915,40.72627,14,3,64,64,4.700480365792417
0,-74.00396,40.72591,6,2,9,176,5.41610040220442
1,-73.94509,40.71847,0,4,1,212,4.0943445622221
0,-73.9974,40.71288,261,2,167,35,5.19295685089021
0,-73.96429,40.68908,361,2,52,41,5.855071922202427
0,-73.96662,40.76515,123,30,0,199,5.220355825078324
0,-74.00105,40.70989,0,6,1,196,5.003946305945459
0,-73.95325,40.77427,270,30,8,199,4.59511985013459
1,-73.96554,40.7147,0,5,0,212,4.553876891600541
0,-73.74515,40.71059,143,3,25,159,4.0943445622221
1,-73.98067,40.73045,128,1,37,64,4.74493212836325
0,-73.98999,40.70416,365,30,0,53,5.521460917862246
0,-73.92682,40.82276,283,2,79,47,4.736198448394496
0,-73.97611,40.72746,26,2,32,64,5.220355825078324
0,-73.92941,40.85182,0,5,13,204,4.74493212836325
1,-73.92412,40.70796,73,2,3,212,4.356708826689592
0,-73.99697,40.74875,365,1,24,34,5.1647859739235145
0,-73.98341,40.76667,352,30,0,95,5.631211781821365
0,-73.97094,40.67665,151,2,135,157,5.19295685089021
0,-73.94204,40.72533,188,30,6,91,4.859812404361672
0,-73.98629,40.76142,349,29,0,189,5.356586274672012
1,-73.9378,40.71466,188,1,1,212,4.48863636973214
0,-73.98258,40.67441,117,3,1,150,5.220355825078324
0,-73.73342,40.68507,180,15,0,112,4.499809670330265
1,-73.92218,40.7468,113,2,33,187,3.871201010907891
0,-73.89194,40.67228,324,2,0,63,4.574710978503383
1,-73.94135,40.66199,119,1,12,158,4.248495242049359
1,-73.95763,40.81937,0,10,0,94,3.6888794541139363
1,-73.9106,40.67759,250,7,2,13,3.4011973816621555
1,-73.96141,40.71987,0,5,4,212,4.007333185232471
1,-73.94844,40.76437,88,1,0,167,5.0106352940962555
0,-73.96343,40.65258,165,3,11,74,4.74493212836325
0,-73.9425,40.67356,348,1,215,51,5.220355825078324
1,-73.98828,40.74145,0,1,0,75,4.553876891600541
0,-73.98822,40.72458,12,5,3,64,5.327876168789581
0,-73.9972,40.72098,225,4,1,144,5.41610040220442
0,-73.97235,40.79094,279,30,0,200,5.472270673671475
1,-74.00737,40.73555,0,1,3,207,4.74493212836325
1,-73.98639,40.76888,316,2,1,95,4.897839799950911
0,-73.87336,40.68711,18,3,114,52,3.912023005428146
0,-73.97883,40.74746,364,30,4,136,6.212606095751519
1,-73.98675,40.74311,362,1,0,126,5.703782474656201
1,-73.95241,40.71203,5,4,1,212,4.174387269895637
0,-73.99387,40.72631,0,1,0,143,5.521460917862246
0,-73.89883,40.69437,146,2,3,84,5.0106352940962555
0,-73.98641,40.76752,95,3,71,95,5.298317366548036
0,-73.97909,40.6789,0,4,2,150,5.634789603169249
0,-73.95443,40.69029,6,14,9,13,4.584967478670572
1,-73.96641,40.67386,339,15,9,157,4.442651256490317
0,-73.94287,40.68229,0,14,3,13,4.976733742420574
0,-73.95298,40.68541,155,3,4,13,4.8283137373023015
0,-73.94662,40.70893,0,2,1,212,5.298317366548036
0,-73.99095,40.71891,0,4,37,118,4.8283137373023015
1,-73.94616,40.69422,0,1,4,13,4.330733340286331
1,-73.96078,40.79859,344,3,38,200,4.382026634673881
1,-73.92116,40.68208,0,2,4,13,3.912023005428146
0,-73.94153,40.78909,81,2,4,61,5.857933154483459
1,-73.95804,40.71739,159,2,0,212,4.59511985013459
1,-73.99903,40.72842,0,1,34,92,4.605170185988092
0,-73.99431,40.68384,85,2,61,31,5.0106352940962555
0,-73.98495,40.71952,0,2,0,118,5.0106352940962555
0,-73.90569,40.7733,109,1,23,54,5.41610040220442
1,-73.94432,40.82394,0,30,2,94,4.31748811353631
0,-73.96208,40.71233,60,4,12,212,5.1298987149230735
0,-73.99647,40.72087,88,2,0,144,5.313205979041787
1,-73.94349,40.68885,0,1,4,13,4.382026634673881
0,-74.01048,40.70744,331,2,2,73,5.43372200355424
1,-73.97907,40.72346,320,5,35,64,4.553876891600541
0,-73.99313,40.7592,10,25,21,95,5.176149732573829
0,-73.91183,40.77329,41,3,3,54,4.30406509320417
1,-73.94747,40.79584,291,5,1,61,4.31748811353631
0,-74.00209,40.73537,22,2,57,207,6.028278520230698
1,-73.97601,40.74766,0,1,3,136,4.867534450455582
0,-73.96029,40.81503,0,5,9,129,5.0106352940962555
0,-73.99471,40.74101,128,2,12,34,5.3706380281276624
0,-73.96526,40.68215,43,3,15,41,5.521460917862246
1,-73.91478,40.6785,0,2,1,13,4.31748811353631
0,-73.98795,40.75746,137,5,14,189,6.040254711277414
0,-74.00621,40.71479,310,30,0,195,5.594711379601839
1,-73.91488,40.67238,84,2,39,51,3.8918202981106265
